InputCommand,CommandIndex
detail tools,3
trigger webcams,12
activate operations,7
save logs,9
reinstate,2
complete keylogger,15
screen grab,11
launch tools,4
invalid command,0
cripple,1
display tools,3
resurrect,2
clear record,10
stop camera,13
invalid command,0
cease application,5
display processes,6
cease job,8
commence utilities,4
initiate job,7
erase document,10
activate keyloggers,14
trash file,10
complete job,8
catalog task,6
run keyloggers,14
invalid command,0
open keylogger,14
turn off,1
conclude operations,8
show service,6
detail software,3
enumerate tools,3
commence operations,7
record job,6
activate software,4
conclude camera,13
screen grab,11
commence service,7
end keyloggers,15
snapshot,11
start keylogger,14
launch digital camera,12
register operation,6
reawaken,2
enumerate utilities,3
complete keyloggers,15
terminate tools,5
power off jobs,8
remove documents,10
invalid command,0
screen shot,11
execute service,7
display apps,3
start operation,7
conclude processes,8
log utilities,3
shutdown,1
retrieve records,9
terminate tool,5
invalid command,0
delete log,10
complete keyloggers,15
display tasks,6
kill keyloggers,15
activate keylogger,14
activate software,4
commence digital cameras,12
recoup,2
show programs,3
end keyloggers,15
trigger application,4
discard file,10
terminate video cameras,13
index service,6
screen capture,11
reinstate,2
invalid command,0
open tool,4
screen shot,11
kill off utility,5
detail tasks,6
launch keylogger,14
terminate keylogger,15
commence keyloggers,14
activate digital camera,12
index processes,6
store data,9
detail tools,3
remove log,10
initiate programs,4
begin program,4
kill off operation,8
shut software,5
conclude job,8
close video camera,13
open tasks,7
exit webcams,13
copy logs,9
shut down operations,8
detail programs,3
erase file,10
open tool,4
copy data,9
regain,2
start keyloggers,14
run utilities,4
redeem,2
start processes,7
clear documents,10
kill off app,5
invalid command,0
turn off software,5
invalid command,0
disable,1
open keyloggers,14
complete processes,8
snapshot,11
list utilities,3
commence utilities,4
reclaim,2
exit keylogger,15
shut down utility,5
capture,11
begin operations,7
close keylogger,15
kill web cameras,13
start over,2
trigger task,7
trash logs,10
initiate video camera,12
acquire registers,9
start keyloggers,14
screen capture,11
stop jobs,8
invalid command,0
terminate digital cameras,13
reestablish,2
restore,2
invalid command,0
kill keylogger,15
get log,9
capture,11
capture,11
shut down programs,5
activate tool,4
exit processes,8
conclude video cameras,13
retrieve register,9
shut down utility,5
access log,9
obtain registers,9
invalid command,0
record utilities,3
retrieve documents,9
kill process,8
register utilities,3
index service,6
screen grab,11
uninstalling records,10
invalid command,0
run keyloggers,14
finish keylogger,15
purge logs,10
catalog jobs,6
begin keylogger,14
capture,11
turn off software,5
trigger keylogger,14
conclude keyloggers,15
uninstalling documents,10
transfer log,9
conclude software,5
shut down apps,5
open process,7
wipe registers,10
conclude keyloggers,15
terminate processes,8
invalid command,0
log applications,3
conclude keyloggers,15
activate webcam,12
launch keylogger,14
begin utility,4
complete processes,8
log tools,3
invalid command,0
complete software,5
exit task,8
record apps,3
specify processes,6
uninstalling record,10
reclaim,2
invalid command,0
register programs,3
kill off keylogger,15
screen grab,11
end keylogger,15
exit process,8
run keyloggers,14
trigger app,4
invalid command,0
launch operation,7
run tool,4
access files,9
complete service,8
reinstate,2
log processes,6
commence software,4
stop utilities,5
purge record,10
run process,7
kill jobs,8
screen capture,11
kill task,8
reinitialize,2
execute task,7
invalid command,0
begin task,7
show programs,3
conclude keylogger,15
discard record,10
specify programs,3
begin camcorders,12
enumerate utilities,3
open keylogger,14
launch keylogger,14
display tools,3
initiate cameras,12
terminate application,5
run programs,4
invalid command,0
log tasks,6
trigger application,4
obtain registers,9
conclude tools,5
detail utilities,3
transfer data,9
cripple,1
register programs,3
execute job,7
close keylogger,15
index task,6
cease keyloggers,15
revive,2
invalid command,0
run app,4
start digital cameras,12
show utilities,3
launch keyloggers,14
reboot,2
power off,1
close down operations,8
catalog service,6
run cameras,12
get records,9
invalid command,0
save register,9
shut keyloggers,15
access record,9
reawaken,2
reinitialize,2
power off,1
revive,2
open jobs,7
renew,2
open programs,4
commence software,4
kill off jobs,8
repossess,2
save records,9
index software,3
conclude operations,8
conclude keylogger,15
terminate digital cameras,13
end camcorders,13
trigger cameras,12
execute digital camera,12
screen shot,11
screenshot,11
specify operation,6
detail service,6
begin jobs,7
invalid command,0
shutdown,1
show software,3
trigger keyloggers,14
display tasks,6
acquire information,9
store files,9
fetch file,9
save records,9
start video camera,12
open tools,4
snapshot,11
commence process,7
renew,2
repossess,2
restore,2
invalid command,0
show services,6
register operations,6
copy file,9
start cameras,12
eliminate records,10
conclude services,8
begin cameras,12
invalid command,0
start keylogger,14
kill off software,5
open digital cameras,12
display tasks,6
terminate keyloggers,15
index utilities,3
reinitialize,2
exit camera,13
save document,9
disable,1
power off,1
fetch record,9
run keylogger,14
redeem,2
initiate video cameras,12
execute keyloggers,14
trash information,10
begin utility,4
initiate task,7
run utility,4
begin tool,4
close video cameras,13
remove record,10
fetch file,9
launch processes,7
open keyloggers,14
end job,8
complete keyloggers,15
screen capture,11
disable,1
invalid command,0
store registers,9
cease app,5
run digital camera,12
disable utilities,5
detail programs,3
turn off programs,5
screenshot,11
run web cameras,12
stop webcams,13
trigger tasks,7
complete utilities,5
screenshot,11
begin software,4
run keyloggers,14
trigger task,7
shut down job,8
commence web camera,12
commence keylogger,14
turn off,1
save data,9
trigger utilities,4
invalid command,0
halt,1
conclude app,5
invalid command,0
execute software,4
close job,8
shut down tasks,8
begin video camera,12
delete logs,10
clear registers,10
conclude tasks,8
open video camera,12
recoup,2
shut processes,8
discard files,10
recover,2
restarting,2
close keyloggers,15
kill off task,8
begin operation,7
launch keyloggers,14
obtain data,9
discard record,10
clear data,10
uninstalling file,10
invalid command,0
complete keylogger,15
begin processes,7
discard information,10
specify software,3
finish web camera,13
invalid command,0
complete keylogger,15
kill video camera,13
finish keyloggers,15
stop apps,5
shut down,1
delete documents,10
start application,4
store records,9
invalid command,0
invalid command,0
initiate app,4
complete cameras,13
begin webcam,12
delete log,10
screen grab,11
conclude keyloggers,15
activate keylogger,14
obtain documents,9
end tasks,8
launch operations,7
initiate keyloggers,14
screen capture,11
kill camera,13
initiate keyloggers,14
invalid command,0
save files,9
trigger job,7
activate jobs,7
end operation,8
display apps,3
halt,1
screen grab,11
exit web cameras,13
commence apps,4
screen grab,11
start keyloggers,14
show software,3
activate keylogger,14
trash documents,10
disable,1
exit webcam,13
exit keyloggers,15
capture,11
detail programs,3
purge documents,10
catalog tools,3
reinitialize,2
open software,4
snapshot,11
record applications,3
stop services,8
start web camera,12
shutdown,1
execute cameras,12
shut down,1
begin utility,4
invalid command,0
redeem,2
initiate webcam,12
trigger software,4
screen grab,11
terminate keyloggers,15
execute video camera,12
screen capture,11
activate digital camera,12
execute processes,7
open keyloggers,14
open jobs,7
show job,6
activate software,4
discard files,10
commence processes,7
begin camera,12
reinstate,2
trigger jobs,7
break,1
finish keylogger,15
invalid command,0
index service,6
activate jobs,7
register tools,3
close tool,5
open job,7
kill jobs,8
shut down app,5
launch digital camera,12
recoup,2
list programs,3
end keyloggers,15
catalog utilities,3
regain,2
exit process,8
finish operations,8
initiate video camera,12
halt,1
kill off keyloggers,15
close down process,8
commence cameras,12
screen capture,11
kill job,8
cripple,1
catalog jobs,6
complete application,5
detail utilities,3
trigger jobs,7
open utility,4
end video camera,13
finish tool,5
capture,11
revive,2
recoup,2
open programs,4
open services,7
screen shot,11
record utilities,3
log apps,3
reclaim,2
trigger service,7
copy documents,9
obtain data,9
launch tasks,7
retrieve record,9
stop video cameras,13
cease keyloggers,15
run keyloggers,14
cease tasks,8
purge record,10
end webcam,13
detail task,6
uninstalling file,10
transfer record,9
invalid command,0
close keyloggers,15
launch application,4
show applications,3
close keylogger,15
reawaken,2
conclude web cameras,13
capture,11
detail utilities,3
close down operation,8
run program,4
revive,2
record service,6
invalid command,0
invalid command,0
invalid command,0
begin process,7
conclude software,5
snapshot,11
initiate process,7
terminate task,8
end services,8
remove record,10
screenshot,11
end camcorder,13
end service,8
screen grab,11
close keyloggers,15
terminate keylogger,15
initiate digital cameras,12
catalog operations,6
snapshot,11
launch keyloggers,14
snapshot,11
kill camcorders,13
index job,6
terminate camcorder,13
shut down app,5
close operation,8
show applications,3
clear files,10
terminate keylogger,15
reawaken,2
execute video camera,12
conclude digital camera,13
begin utility,4
activate operation,7
kill off keyloggers,15
invalid command,0
end camcorder,13
invalid command,0
close down operation,8
open keyloggers,14
execute operation,7
display operations,6
launch web camera,12
invalid command,0
execute program,4
invalid command,0
finish tasks,8
catalog applications,3
enumerate task,6
launch process,7
enumerate tools,3
reawaken,2
activate digital camera,12
open keyloggers,14
activate utility,4
acquire log,9
open jobs,7
screen grab,11
initiate keylogger,14
invalid command,0
start keyloggers,14
terminate services,8
open web camera,12
start app,4
invalid command,0
end software,5
activate utility,4
invalid command,0
start keyloggers,14
invalid command,0
begin cameras,12
shutdown,1
cripple,1
shut down jobs,8
run keylogger,14
turn off,1
stop cameras,13
invalid command,0
invalid command,0
stop webcams,13
kill off web camera,13
initiate tools,4
show programs,3
close process,8
cripple,1
power off,1
repossess,2
launch application,4
open digital cameras,12
list jobs,6
kill off process,8
specify programs,3
conclude service,8
rebooting,2
shut webcams,13
execute services,7
power off,1
start keylogger,14
complete program,5
commence programs,4
complete keylogger,15
register tools,3
begin software,4
launch tasks,7
close tools,5
resurrect,2
obtain record,9
capture,11
cease apps,5
complete app,5
cripple utilities,5
activate job,7
invalid command,0
record operation,6
trigger keyloggers,14
complete app,5
screen shot,11
begin keylogger,14
invalid command,0
detail tools,3
disable,1
invalid command,0
start apps,4
recoup,2
enumerate job,6
finish web camera,13
end tools,5
close utility,5
end webcam,13
register service,6
rekindle,2
invalid command,0
power off tools,5
finish keylogger,15
invalid command,0
invalid command,0
discard records,10
record services,6
clear registers,10
catalog operation,6
clear logs,10
shut down operations,8
activate service,7
list tasks,6
screen grab,11
access registers,9
end video camera,13
recoup,2
show apps,3
power off programs,5
finish utilities,5
invalid command,0
register applications,3
initiate keylogger,14
save data,9
start web cameras,12
halt application,5
trigger utility,4
execute video cameras,12
open camcorders,12
specify services,6
launch software,4
rebooting,2
start software,4
close down tool,5
run programs,4
complete webcams,13
screenshot,11
open software,4
start program,4
reawaken,2
store logs,9
open digital cameras,12
purge registers,10
enumerate utilities,3
list jobs,6
discard register,10
log apps,3
begin camera,12
rekindle,2
cease keyloggers,15
invalid command,0
power off,1
shut down operations,8
invalid command,0
shut keyloggers,15
download register,9
close keyloggers,15
break utility,5
shut down operations,8
catalog tasks,6
commence tools,4
commence keylogger,14
start keylogger,14
conclude webcams,13
invalid command,0
detail tools,3
screen shot,11
run web cameras,12
uninstalling file,10
turn off utility,5
start services,7
start camcorders,12
halt,1
commence keyloggers,14
screen shot,11
initiate service,7
begin application,4
list services,6
close operation,8
capture,11
launch utilities,4
run keylogger,14
cease keyloggers,15
register processes,6
commence keylogger,14
complete keyloggers,15
kill operations,8
kill software,5
rebooting,2
log services,6
reanimate,2
execute camera,12
shut down tools,5
launch camcorders,12
log services,6
capture,11
conclude tool,5
turn off,1
open operations,7
trigger camera,12
initiate programs,4
turn off,1
turn off,1
start over,2
eliminate files,10
start services,7
activate digital cameras,12
turn off program,5
fetch data,9
store document,9
halt application,5
trigger tasks,7
exit service,8
terminate keylogger,15
power off,1
start program,4
reinvigorate,2
end webcam,13
halt,1
launch camcorder,12
initiate digital camera,12
turn off app,5
snapshot,11
trash files,10
register processes,6
shut down,1
begin software,4
access record,9
end software,5
initiate services,7
complete camera,13
terminate service,8
activate digital cameras,12
launch keyloggers,14
shut camcorders,13
end operation,8
launch tasks,7
begin apps,4
execute keylogger,14
break,1
delete information,10
remove file,10
power off,1
complete jobs,8
cripple,1
renew,2
activate cameras,12
break,1
disable,1
close keyloggers,15
restarting,2
display software,3
initiate software,4
invalid command,0
disable program,5
close keylogger,15
reinitialize,2
open utilities,4
display service,6
invalid command,0
shut down program,5
catalog applications,3
acquire log,9
exit digital cameras,13
store records,9
index tasks,6
execute operations,7
complete keyloggers,15
execute camcorders,12
power off software,5
invalid command,0
commence program,4
cease processes,8
stop webcam,13
store data,9
reboot,2
launch cameras,12
trigger utilities,4
purge file,10
kill jobs,8
specify software,3
snapshot,11
launch operations,7
cease operations,8
catalog task,6
detail applications,3
reinvigorate,2
log job,6
record applications,3
activate software,4
screen shot,11
kill application,5
register job,6
purge register,10
store registers,9
download logs,9
shut operation,8
shutdown,1
screen shot,11
break,1
run keylogger,14
uninstalling logs,10
screenshot,11
complete services,8
redeem,2
specify tools,3
run camcorders,12
power off tool,5
commence programs,4
break,1
invalid command,0
finish webcam,13
initiate processes,7
shut keyloggers,15
begin jobs,7
display processes,6
shut processes,8
kill keylogger,15
trigger keyloggers,14
activate processes,7
complete camcorders,13
cease web camera,13
power off,1
restore,2
screen shot,11
screen capture,11
screen grab,11
disable,1
recover,2
stop programs,5
register operations,6
conclude operation,8
shut down,1
stop processes,8
log task,6
launch keyloggers,14
list service,6
register apps,3
download records,9
show jobs,6
close operation,8
run programs,4
capture,11
start tasks,7
trigger operation,7
screen shot,11
index utilities,3
launch process,7
close down app,5
launch apps,4
delete logs,10
open keyloggers,14
close down utility,5
terminate video camera,13
initiate camera,12
commence digital cameras,12
register applications,3
kill off keyloggers,15
complete services,8
stop web camera,13
initiate keyloggers,14
kill off camera,13
invalid command,0
log processes,6
copy document,9
record service,6
cease keyloggers,15
invalid command,0
execute task,7
complete video cameras,13
snapshot,11
terminate app,5
begin camcorder,12
shut webcam,13
commence web camera,12
trigger program,4
retrieve data,9
open keylogger,14
invalid command,0
initiate task,7
retrieve,2
stop digital cameras,13
download record,9
discard records,10
stop utilities,5
launch keylogger,14
save logs,9
complete keyloggers,15
catalog processes,6
screenshot,11
log tasks,6
enumerate services,6
initiate service,7
execute software,4
obtain registers,9
catalog apps,3
kill off apps,5
kill utilities,5
shut keyloggers,15
purge records,10
initiate process,7
start software,4
shut down,1
cripple,1
show utilities,3
enumerate operation,6
invalid command,0
finish service,8
close programs,5
shutdown,1
kill off keyloggers,15
specify operation,6
specify applications,3
execute processes,7
open digital camera,12
complete digital camera,13
open video cameras,12
open programs,4
fetch information,9
disable,1
trash record,10
specify operation,6
begin job,7
trigger web camera,12
store registers,9
invalid command,0
open tool,4
begin tasks,7
shutdown,1
end digital camera,13
finish keylogger,15
register processes,6
end utilities,5
terminate keyloggers,15
complete camcorders,13
shut cameras,13
list job,6
snapshot,11
discard logs,10
invalid command,0
start keylogger,14
activate keyloggers,14
begin tasks,7
shut software,5
reinitialize,2
show utilities,3
execute software,4
execute keylogger,14
execute jobs,7
obtain data,9
start program,4
snapshot,11
run cameras,12
invalid command,0
screen shot,11
run web camera,12
remove registers,10
complete operation,8
invalid command,0
invalid command,0
invalid command,0
capture,11
begin tasks,7
launch tasks,7
kill operations,8
kill keyloggers,15
start keyloggers,14
halt,1
capture,11
halt,1
complete camera,13
snapshot,11
index processes,6
commence process,7
invalid command,0
disable,1
show applications,3
obtain documents,9
shut camcorders,13
activate service,7
invalid command,0
screen grab,11
start keylogger,14
begin service,7
complete cameras,13
fetch record,9
cease camcorders,13
invalid command,0
invalid command,0
reawaken,2
start over,2
uninstalling records,10
start keyloggers,14
begin operations,7
reestablish,2
specify services,6
shut down,1
reanimate,2
delete register,10
catalog process,6
execute keylogger,14
cease digital cameras,13
cease software,5
retrieve document,9
list job,6
capture,11
get register,9
save document,9
invalid command,0
close tasks,8
stop jobs,8
rekindle,2
launch apps,4
end keylogger,15
turn off utilities,5
close cameras,13
download log,9
fetch document,9
list job,6
display tools,3
capture,11
cease keyloggers,15
start job,7
complete cameras,13
repossess,2
close camcorder,13
terminate software,5
reclaim,2
log programs,3
store records,9
commence tools,4
complete keylogger,15
invalid command,0
open job,7
shut down,1
get logs,9
close task,8
break tools,5
stop tasks,8
trigger camcorder,12
initiate keylogger,14
complete keylogger,15
initiate tasks,7
trigger keyloggers,14
complete web camera,13
terminate keylogger,15
transfer log,9
eliminate document,10
trigger keyloggers,14
transfer files,9
download information,9
list process,6
redeem,2
clear information,10
shutdown,1
commence application,4
remove documents,10
invalid command,0
begin web cameras,12
cease app,5
finish apps,5
conclude apps,5
index applications,3
close job,8
break programs,5
finish program,5
purge files,10
trigger job,7
retrieve,2
specify tools,3
wipe records,10
finish programs,5
end services,8
invalid command,0
conclude tasks,8
index applications,3
show task,6
trash logs,10
index utilities,3
trigger web camera,12
access log,9
register apps,3
cease keylogger,15
execute app,4
exit keyloggers,15
shut camera,13
display operation,6
screenshot,11
power off application,5
index operation,6
open web camera,12
index software,3
begin video camera,12
detail utilities,3
kill off keyloggers,15
start software,4
stop operations,8
commence tasks,7
specify process,6
start programs,4
break,1
initiate software,4
open apps,4
launch software,4
cripple,1
initiate service,7
initiate camera,12
list software,3
record utilities,3
power off tasks,8
launch keyloggers,14
launch keylogger,14
record processes,6
trigger jobs,7
end keyloggers,15
save record,9
commence job,7
specify applications,3
invalid command,0
close keylogger,15
specify software,3
terminate processes,8
activate service,7
shutdown,1
start cameras,12
commence webcams,12
close down process,8
regain,2
transfer register,9
begin web cameras,12
screen capture,11
open jobs,7
rebooting,2
open operation,7
launch keylogger,14
close process,8
begin app,4
start service,7
invalid command,0
cease keylogger,15
resurrect,2
download documents,9
reinvigorate,2
enumerate jobs,6
log applications,3
uninstall files,10
catalog apps,3
end video cameras,13
record utilities,3
clear files,10
stop digital camera,13
initiate web cameras,12
invalid command,0
start job,7
begin keyloggers,14
get log,9
stop web cameras,13
specify operations,6
enumerate operations,6
execute task,7
stop keyloggers,15
begin operation,7
capture,11
conclude task,8
power off,1
run keyloggers,14
shut operation,8
activate web camera,12
commence keylogger,14
break program,5
snapshot,11
cease keyloggers,15
invalid command,0
enumerate utilities,3
start camcorder,12
remove data,10
detail services,6
display utilities,3
kill off video camera,13
show apps,3
reinstate,2
stop utility,5
activate cameras,12
commence job,7
recharge,2
log tools,3
list service,6
run digital cameras,12
launch task,7
close program,5
invalid command,0
halt,1
recover,2
kill off web cameras,13
open keyloggers,14
display applications,3
close keylogger,15
display process,6
invalid command,0
close jobs,8
reclaim,2
capture,11
complete webcam,13
close webcam,13
power off operation,8
terminate keyloggers,15
show jobs,6
capture,11
begin apps,4
fetch information,9
start operation,7
renew,2
screen capture,11
reclaim,2
trigger camcorder,12
halt,1
close application,5
invalid command,0
cripple,1
open video cameras,12
index service,6
list utilities,3
log applications,3
reinvigorate,2
launch keyloggers,14
index service,6
stop software,5
finish services,8
begin camera,12
detail process,6
begin software,4
open keyloggers,14
screen capture,11
invalid command,0
cease video cameras,13
end programs,5
trigger application,4
show applications,3
end jobs,8
open tasks,7
invalid command,0
start over,2
end process,8
catalog software,3
capture,11
commence video cameras,12
access document,9
show tools,3
execute keyloggers,14
restart,2
execute web cameras,12
start jobs,7
invalid command,0
activate video camera,12
kill keyloggers,15
close down job,8
run processes,7
reclaim,2
show jobs,6
eliminate document,10
retrieve,2
exit keylogger,15
terminate operations,8
shut software,5
finish web camera,13
execute operations,7
start app,4
detail jobs,6
purge register,10
show apps,3
kill keylogger,15
shut down,1
terminate utilities,5
execute camcorders,12
complete program,5
reanimate,2
launch service,7
catalog operation,6
turn off utility,5
close down tool,5
open operations,7
register job,6
stop application,5
power off,1
break,1
cease cameras,13
halt programs,5
complete jobs,8
close tool,5
transfer documents,9
obtain information,9
launch program,4
erase logs,10
launch process,7
trigger apps,4
kill off program,5
transfer data,9
fetch information,9
run operation,7
terminate software,5
reclaim,2
begin video cameras,12
reinstate,2
reinitialize,2
begin app,4
store data,9
stop process,8
open process,7
detail jobs,6
remove files,10
commence keyloggers,14
commence program,4
shut down programs,5
conclude keyloggers,15
open keyloggers,14
trigger video camera,12
break,1
trigger keylogger,14
list process,6
show task,6
kill off tasks,8
snapshot,11
shut down application,5
power off,1
index process,6
detail service,6
begin app,4
shut down,1
initiate apps,4
invalid command,0
close web camera,13
open software,4
open tool,4
stop service,8
delete documents,10
turn off,1
redeem,2
initiate app,4
open services,7
break,1
detail utilities,3
remove logs,10
power off,1
execute processes,7
cease keylogger,15
show process,6
delete logs,10
cease process,8
finish keyloggers,15
close down process,8
rebooting,2
shut down,1
trigger operation,7
invalid command,0
retrieve records,9
erase register,10
activate camcorders,12
detail apps,3
close camera,13
close tasks,8
restart,2
close keyloggers,15
activate video camera,12
invalid command,0
begin app,4
record processes,6
cripple tools,5
finish webcams,13
launch web cameras,12
trigger service,7
start cameras,12
log operations,6
fetch file,9
execute keyloggers,14
shut service,8
screen shot,11
capture,11
launch keyloggers,14
complete web cameras,13
store file,9
trigger keylogger,14
invalid command,0
retrieve register,9
detail software,3
stop keylogger,15
close keylogger,15
wipe files,10
finish digital cameras,13
halt,1
exit web cameras,13
display apps,3
stop tasks,8
exit keylogger,15
initiate keyloggers,14
revive,2
conclude operations,8
run keylogger,14
begin keylogger,14
wipe document,10
kill webcam,13
start webcams,12
end video cameras,13
invalid command,0
run tasks,7
cease utility,5
recharge,2
begin job,7
terminate service,8
kill off keylogger,15
kill jobs,8
begin process,7
erase record,10
catalog applications,3
shut webcam,13
screen shot,11
open program,4
copy records,9
rekindle,2
cease cameras,13
conclude job,8
store documents,9
turn off,1
kill keyloggers,15
invalid command,0
screen shot,11
conclude program,5
erase records,10
store files,9
open keylogger,14
halt,1
close keylogger,15
shut down,1
shut down,1
start operations,7
access register,9
cripple,1
launch keylogger,14
activate operations,7
begin job,7
complete utilities,5
register operation,6
shut down tasks,8
kill keylogger,15
end keylogger,15
transfer file,9
specify applications,3
stop job,8
recharge,2
show service,6
list tools,3
terminate process,8
run keylogger,14
get record,9
screen shot,11
cease digital camera,13
begin keyloggers,14
remove document,10
reawaken,2
complete tools,5
end jobs,8
kill off apps,5
discard files,10
clear files,10
conclude webcam,13
activate programs,4
commence web camera,12
snapshot,11
trigger keylogger,14
repossess,2
transfer files,9
terminate video cameras,13
kill off tasks,8
screenshot,11
halt,1
uninstall file,10
retrieve logs,9
detail tasks,6
trigger camera,12
specify jobs,6
power off,1
break,1
run keylogger,14
uninstall log,10
begin process,7
shutdown,1
activate keyloggers,14
get information,9
launch jobs,7
uninstalling registers,10
close services,8
start web camera,12
start services,7
power off,1
disable,1
kill software,5
cease keylogger,15
record tools,3
screen grab,11
invalid command,0
trigger operations,7
complete apps,5
begin web cameras,12
disable app,5
run software,4
shut keyloggers,15
begin keyloggers,14
launch keylogger,14
close keylogger,15
terminate camera,13
cease utilities,5
activate program,4
display services,6
screen capture,11
regain,2
kill off keylogger,15
save file,9
copy register,9
close down software,5
cease keyloggers,15
invalid command,0
kill off service,8
detail applications,3
shutdown,1
screen shot,11
register utilities,3
terminate services,8
conclude camera,13
shut operations,8
stop camcorders,13
finish webcams,13
initiate web camera,12
start digital camera,12
exit keyloggers,15
open jobs,7
screen grab,11
obtain document,9
open keylogger,14
commence keyloggers,14
invalid command,0
screenshot,11
run keyloggers,14
copy registers,9
trigger camcorders,12
log operations,6
complete keyloggers,15
get records,9
power off,1
halt,1
erase information,10
shut cameras,13
specify jobs,6
initiate digital cameras,12
display task,6
wipe information,10
power off software,5
remove registers,10
terminate digital camera,13
copy log,9
capture,11
acquire register,9
break application,5
invalid command,0
complete keyloggers,15
specify operations,6
initiate software,4
start app,4
execute jobs,7
initiate camcorder,12
cripple software,5
conclude video cameras,13
open jobs,7
store information,9
break,1
show programs,3
stop application,5
launch operation,7
end tool,5
trash logs,10
commence process,7
specify applications,3
run camcorder,12
finish job,8
kill utility,5
initiate keylogger,14
shut down jobs,8
terminate keyloggers,15
show tasks,6
erase files,10
catalog software,3
shut down tasks,8
start over,2
cease jobs,8
screenshot,11
activate video camera,12
activate process,7
cripple,1
index tasks,6
fetch records,9
activate program,4
invalid command,0
detail applications,3
launch keyloggers,14
invalid command,0
screenshot,11
terminate job,8
kill off keyloggers,15
invalid command,0
close keyloggers,15
begin webcam,12
recoup,2
cease camera,13
launch camcorders,12
kill keyloggers,15
start over,2
kill off digital camera,13
stop keyloggers,15
kill camcorders,13
specify utilities,3
register tasks,6
remove document,10
access record,9
commence tools,4
commence keylogger,14
show task,6
disable,1
launch keylogger,14
open keylogger,14
kill off keylogger,15
invalid command,0
shut software,5
trigger job,7
run programs,4
exit digital camera,13
shut digital camera,13
end processes,8
wipe logs,10
shutdown,1
start job,7
kill video cameras,13
record software,3
kill off keyloggers,15
fetch information,9
trigger keyloggers,14
kill software,5
finish keylogger,15
screen grab,11
finish process,8
initiate tools,4
start web camera,12
resurrect,2
wipe data,10
end tool,5
complete web camera,13
shutdown,1
record software,3
enumerate software,3
execute process,7
show software,3
kill application,5
wipe document,10
enumerate operation,6
discard files,10
stop camcorder,13
snapshot,11
open utility,4
cripple app,5
screen grab,11
clear registers,10
conclude program,5
activate web cameras,12
recoup,2
eliminate log,10
index software,3
terminate task,8
start camcorders,12
halt,1
commence webcam,12
display apps,3
commence processes,7
invalid command,0
invalid command,0
trash records,10
screenshot,11
log services,6
acquire records,9
list tools,3
show job,6
commence camcorders,12
stop camcorder,13
end utility,5
rekindle,2
invalid command,0
stop keyloggers,15
power off,1
run cameras,12
close task,8
turn off programs,5
shut program,5
screen grab,11
screenshot,11
register job,6
invalid command,0
terminate utilities,5
kill program,5
start webcam,12
stop keylogger,15
screen grab,11
power off software,5
stop keyloggers,15
end keylogger,15
screen shot,11
complete keyloggers,15
execute operations,7
display apps,3
log programs,3
detail jobs,6
catalog processes,6
complete operations,8
delete log,10
detail apps,3
list utilities,3
begin services,7
download documents,9
register utilities,3
power off process,8
end keyloggers,15
shut tool,5
cease keyloggers,15
start camera,12
begin camera,12
enumerate services,6
begin services,7
save records,9
eliminate logs,10
resurrect,2
screenshot,11
stop operations,8
screenshot,11
finish web cameras,13
specify task,6
exit video camera,13
show tasks,6
run job,7
trigger video cameras,12
launch keylogger,14
launch processes,7
screen capture,11
commence application,4
acquire registers,9
cripple,1
screen capture,11
exit tasks,8
break,1
kill keylogger,15
conclude web camera,13
discard record,10
access registers,9
execute web camera,12
conclude keylogger,15
screenshot,11
run services,7
wipe document,10
list tools,3
start software,4
record process,6
erase register,10
copy register,9
trigger program,4
trigger web cameras,12
shut job,8
start video cameras,12
index tasks,6
open video cameras,12
specify software,3
kill cameras,13
erase files,10
finish keyloggers,15
shut down,1
catalog applications,3
exit task,8
list tasks,6
snapshot,11
index tools,3
renew,2
get data,9
invalid command,0
cripple utilities,5
invalid command,0
screen shot,11
exit keylogger,15
reinstate,2
kill application,5
invalid command,0
run operation,7
kill keyloggers,15
invalid command,0
access logs,9
eliminate information,10
exit job,8
run services,7
download log,9
cripple,1
invalid command,0
screen capture,11
register apps,3
invalid command,0
cripple,1
screenshot,11
launch app,4
cripple,1
trigger video camera,12
repossess,2
uninstalling information,10
run tasks,7
get registers,9
invalid command,0
invalid command,0
close down programs,5
refresh,2
display applications,3
invalid command,0
kill digital cameras,13
clear log,10
invalid command,0
screen shot,11
power off task,8
discard document,10
power off,1
restarting,2
invalid command,0
stop keylogger,15
snapshot,11
shut down operation,8
exit tasks,8
launch services,7
kill off keyloggers,15
run software,4
commence process,7
trigger keyloggers,14
uninstalling document,10
initiate keylogger,14
detail tasks,6
show operations,6
retrieve,2
open task,7
close program,5
save file,9
stop keyloggers,15
enumerate jobs,6
recoup,2
screenshot,11
reinvigorate,2
start digital cameras,12
shut webcam,13
screen shot,11
cease operations,8
finish job,8
close application,5
execute app,4
snapshot,11
stop keyloggers,15
invalid command,0
break tool,5
catalog jobs,6
conclude tool,5
list service,6
screen shot,11
eliminate data,10
cease software,5
start application,4
break software,5
shut down,1
enumerate service,6
end keyloggers,15
power off tasks,8
initiate task,7
screen capture,11
invalid command,0
trigger services,7
reboot,2
invalid command,0
reclaim,2
activate apps,4
cease operation,8
initiate task,7
invalid command,0
specify applications,3
invalid command,0
reawaken,2
terminate keylogger,15
close digital cameras,13
invalid command,0
shutdown,1
turn off application,5
execute app,4
run tools,4
start tool,4
